Probe Set ID,chr,bp_start
218502_s_at,8,116489899
218503_at,9,20939638
218504_at,2,95432174
218505_at,16,73464999
218506_x_at,16,4793205
218507_at,7,127883183
218508_at,3,53296427
218509_at,19,11327106
218510_x_at,5,16526159
218511_s_at,17,43373935
218512_at,2,203453579
218513_at,4,164635291
218514_at,17,54643003
218515_at,21,33028081
218516_s_at,8,58038618
218517_at,4,130011957
218518_at,5,137301549
218519_at,3,113763643
218520_at,12,63132203
218521_s_at,8,74867148
218522_s_at,19,17698179
218523_at,10,126140393
218524_at,16,2213589
218525_s_at,10,102285685
218526_s_at,17,8132721
218527_at,9,32962619
218528_s_at,9,36326400
218529_at,19,8273020
218530_at,16,65820794
218531_at,11,66988405
218532_s_at,5,16526165
218533_s_at,20,62041634
218534_s_at,5,76378170
218535_s_at,5,96524396
218536_at,6,24511151
218537_at,16,3012633
218538_s_at,6,24511160
218539_at,14,54888073
218540_at,14,23095336
218541_s_at,8,40130159
218542_at,10,95249894
218543_s_at,7,139370019
218544_s_at,9,4783112
218545_at,12,28351871
218546_at,1,218930330
218547_at,1,26631966
218548_x_at,3,51683324
218549_s_at,8,87555453
218550_s_at,10,71728737
218551_at,1,12002109
218552_at,1,53134492
218553_s_at,19,38979606
218554_s_at,1,153573367
218555_at,9,139189056
218556_at,12,54498111
218557_at,3,101540620
218558_s_at,21,25879840
218559_s_at,20,38747932
218560_s_at,1,225985557
218561_s_at,6,5054304
218562_s_at,1,25630024
218563_at,19,59297971
218564_at,16,73213110
218565_at,9,130621752
218566_s_at,1,70768716
218567_x_at,11,66006236
218568_at,7,140897678
218569_s_at,11,47550325
218570_at,11,47550325
218571_s_at,14,23748662
218572_at,14,23748662
218573_at,X,55495262
218574_s_at,3,8518520
218575_at,2,86951934
218576_s_at,1,159986204
218577_at,1,70383076
218578_at,1,191357820
218579_s_at,20,37024422
218580_x_at,1_,andom
218581_at,14,22136985
218582_at,10,94040897
218583_s_at,3,184142853
218584_at,12,109536316
218585_s_at,1,210275753
218586_at,20,60898249
218587_s_at,3,120670524
218588_s_at,5,153351463
218589_at,13,47883486
218590_at,10,102738459
218591_s_at,2,10628344
218592_s_at,22,15998410
218593_at,7,127737672
218594_at,1,234780587
218595_s_at,1,234780587
218596_at,9,130589448
218597_s_at,10,59698930
218598_at,7,104977838
218599_at,14,23711073
218600_at,17,59128899
218601_at,7,43882038
218602_s_at,7,53223985
218603_at,6,139497941
218604_at,12,63849637
218605_at,1,244770490
218606_at,16,83565572
218607_s_at,20,10314568
218608_at,1,17185039
218609_s_at,9,34328709
218610_s_at,16,12664437
218611_at,1,179324519
218612_s_at,11,2380098
218613_at,8,18429097
218614_at,12,32029258
218615_s_at,3,120632390
218616_at,4,106823235
218617_at,1,40079315
218618_s_at,3,173541594
218619_s_at,X,48440074
218620_s_at,3,50583368
218621_at,3,50583362
218622_at,12,100992104
218623_at,5,173405367
218624_s_at,19,63778668
218625_at,6,5943233
218626_at,22,30165354
218627_at,12,100819231
218628_at,12,100930850
218629_at,7,128616228
218630_at,17,53637801
218631_at,10,99427172
218632_at,1,45240807
218633_x_at,3,113180588
218634_at,1,199701245
218636_s_at,9,139101220
218637_at,18,20260679
218638_s_at,4,1150722
218639_s_at,3,127639154
218640_s_at,8,96215351
218641_at,11,63283946
218642_s_at,8,57286910
218643_s_at,2,46697839
218644_at,14,66923452
218645_at,7,111633878
218646_at,4,170887194
218647_s_at,1,38041203
218648_at,15,88962152
218649_x_at,14,49320281
218650_at,22,18454093
218651_s_at,15,68910930
218652_s_at,4,504842
218653_at,13,40261731
218654_s_at,7,140352436
218655_s_at,17,34211257
218656_s_at,13,38815029
218657_at,17,35591390
218658_s_at,3,53876135
218659_at,2,25815763
218660_at,2,71534267
218661_at,16,3448078
218662_s_at,4,17421702
218663_at,4,17421702
218664_at,1,29392920
218665_at,11,86334369
218666_s_at,9,101717278
218667_at,X,68297429
218668_s_at,X,131164733
218669_at,X,131164733
218670_at,12,130979783
218671_s_at,1,28435260
218672_at,1,149405177
218673_s_at,3,11315158
218674_at,5,64956627
218675_at,14,22885351
218676_s_at,17,51183448
218677_at,1,151853357
218678_at,1,154905181
218679_s_at,8,145619807
218680_x_at,15,41880090
218681_s_at,22,20326605
218682_s_at,2,27739841
218683_at,1,96959965
218684_at,1,90171737
218685_s_at,12,52861518
218686_s_at,16,48074
218687_s_at,3,126106986
218688_at,11,60857268
218689_at,11,22601019
218690_at,5,131621247
218691_s_at,5,131621285
218692_at,8,110655590
218693_at,10,70881240
218694_at,X,100692169
218695_at,8,145205516
218696_at,2,88637464
218697_at,3,48686283
218698_at,9,108918853
218699_at,1,204003736
218700_s_at,1,204005197
218701_at,8,71712044
218702_at,19,44097748
218703_at,3,124403498
218704_at,17,53786038
218705_s_at,5,122209169
218706_s_at,5,125786975
218707_at,19,61344501
218708_at,20,23279489
218709_s_at,20,41653043
218710_at,2,32728699
218711_s_at,2,192408539
218712_at,1,37919829
218713_at,15,58502616
218714_at,16,30569821
218715_at,17,27214305
218716_x_at,6,74228251
218717_s_at,3,191157315
218718_at,4,157902213
218719_s_at,16,56983893
218720_x_at,16,29790331
218721_s_at,1,184611592
218722_s_at,3,48448590
218723_s_at,13,40929711
218724_s_at,20,34635436
218725_at,11,780477
218726_at,2,234410767
218727_at,16,57257798
218728_s_at,1,222611217
218729_at,3,159866899
218730_s_at,9,94186708
218731_s_at,1,1364324
218732_at,17,55129449
218733_at,3,137350976
218734_at,11,63463043
218735_s_at,19,63432150
218736_s_at,1,99884256
218737_at,12,122345031
218738_s_at,18,27926052
218739_at,3,43707482
218740_s_at,17,43403489
218741_at,22,40664687
218742_at,16,719771
218743_at,17,76580297
218744_s_at,11,47155658
218745_x_at,19,19091430
218746_at,12,6431533
218747_s_at,12,6431533
218748_s_at,14,56745058
218749_s_at,12,112221371
218750_at,11,93103016
218751_s_at,4,153463420
218752_at,22,28456946
218753_at,1,28165835
218754_at,1,6503995
218755_at,5,137543246
218756_s_at,17,32022452
218757_s_at,X,118852016
218758_s_at,21,44033901
218759_at,17,7069620
218760_at,14,73486781
218761_at,15,57165077
218762_at,19,47275321
218763_at,17,25419769
218764_at,14,61086426
218765_at,11,116555106
218766_s_at,1,119376821
218767_at,9,135261008
218768_at,12,67366997
218769_s_at,5,72883916
218770_s_at,1,32311115
218771_at,1,2429834
218772_x_at,9,107496645
218773_s_at,10,23424528
218774_at,11,125679179
218775_s_at,4,184442377
218776_s_at,15,41218062
218777_at,8,22051477
218778_x_at,19,60283571
218779_x_at,19,60283571
218780_at,19,12734816
218781_at,2,17710146
218782_s_at,8,124402359
218783_at,1,210180367
218784_s_at,6,39179817
218785_s_at,7,100743368
218786_at,12,102690218
218787_x_at,10,101982853
218788_s_at,1,243979267
218789_s_at,11,113775003
218790_s_at,X,154231257
218791_s_at,15,32220167
218792_s_at,9,115156365
218793_s_at,X,17665549
218794_s_at,16,70676258
218795_at,1,145585797
218796_at,20,6003711
218797_s_at,17_,andom
218798_at,19,10525266
218799_at,1,27078459
218800_at,4,55907165
218801_at,13,95251838
218802_at,4,110800798
218803_at,12,131927010
218804_at,11,69655669
218805_at,7,150065432
218806_s_at,1,107915712
218807_at,1,107915312
218808_at,3,49027927
218809_at,20,3817485
218810_at,1,37712739
218811_at,7,101861037
218812_s_at,7,101874653
218813_s_at,9,130810783
218814_s_at,1,210603895
218815_s_at,1,15352815
218816_at,6,53768033
218817_at,4,177478108
218818_at,1,38235029
218819_at,13,50837364
218820_at,14,95626518
218821_at,20,56701078
218822_s_at,20,56701326
218823_s_at,11,111557463
218824_at,19,51661589
218825_at,9,138682536
218826_at,11,107166929
218827_s_at,18,13077269
218828_at,17,7233778
218829_s_at,8,61929610
218830_at,5,172319472
218831_s_at,19,54708349
218832_x_at,11,74654810
218833_at,2,173648932
218834_s_at,11,60448521
218835_at,10,81040713
218836_at,6,30420915
218837_s_at,7,43932596
218838_s_at,2,74563721
218839_at,8,80838819
218840_s_at,11,70841924
218841_at,12,46828732
218842_at,12,46343341
218843_at,2,27568254
218844_at,17,45858611
218845_at,6,237515
218846_at,6,131949583
218847_at,3,186844468
218848_at,16,3014042
218849_s_at,19,50574735
218850_s_at,3,45611354
218851_s_at,2,128237165
218852_at,14,34624429
218853_s_at,X,133849327
218854_at,6,116798881
218855_at,3,128774604
218856_at,6,47307227
218857_s_at,11,61880371
218858_at,8,120955145
218859_s_at,20,13657045
218860_at,12,131194945
218861_at,2,219236858
218862_at,10,5720836
218863_s_at,2,218376876
218864_at,2,218375748
218865_at,1,219026864
218866_s_at,16,37350
218867_s_at,12,115637978
218868_at,7,152087871
218869_at,16,82490272
218870_at,2,143603432
218871_x_at,10,42991403
218872_at,12,115961110
218873_at,1,153986132
218874_s_at,6,30702631
218875_s_at,6,153333350
218876_at,16,65981214
218877_s_at,6,126349323
218878_s_at,10,69314432
218879_s_at,16,85121987
218880_at,2,28488762
218881_s_at,2,28489294
218882_s_at,1,118277431
218883_s_at,4,185853151
218884_s_at,4,44375239
218885_s_at,9,100625414
218886_at,6,10803175
218887_at,6,43129744
218888_s_at,16,45673205
218889_at,10,96082975
218890_x_at,10,75957345
218891_at,10,103595345
218892_at,11,6599129
218893_at,19,60656167
218894_s_at,14,68398203
218895_at,1,27089566
218896_s_at,17,3661570
218897_at,2,120153224
218898_at,17,582596
218899_s_at,8,104222118
218900_at,2,96790606
218901_at,3,147392815
218902_at,9,138508717
218903_s_at,12,54904772
218904_s_at,9,76751697
218905_at,8,95930909
218906_x_at,11,65781823
218907_s_at,7,149651537
218908_at,17,77528789
218909_at,1,211481162
218910_at,3,43382835
218911_at,12,68039798
218912_at,7,127007918
218913_s_at,19,19601284
218914_at,1,154965295
218915_at,22,28423555
218916_at,16,30442828
218917_s_at,1,26979362
218918_at,1,25816545
218919_at,8,82776512
218920_at,5,176879398
218921_at,11,395715
218922_s_at,19,8180256
218923_at,1,84791394
218924_s_at,1,84792809
218925_s_at,11,111255474
218926_at,3,170973908
218927_s_at,7,2438721
218928_s_at,21,42792810
218929_at,4,184602782
218930_s_at,7,12217448
218931_at,2,238147703
218932_at,1,85891079
218933_at,15,43481877
218934_s_at,1,16213111
218935_at,2,31310706
218936_s_at,12,81270750
218937_at,16,3372086
218938_at,10,104170802
218939_at,4,1784557
218940_at,14,49645105
218941_at,9,122566271
218942_at,12,56279191
218943_s_at,9,32447001
218944_at,8,144757531
218945_at,16,8623048
218946_at,2,69476770
218947_s_at,10,30642212
218948_at,6,107184145
218949_s_at,6,107184151
218950_at,5,141013151
218951_s_at,X,132988
218952_at,X,48574453
218953_s_at,5,148717826
218954_s_at,8,37821053
218955_at,8,37820562
218956_s_at,7,98854689
218957_s_at,11,73265680
218958_at,19,18560607
218959_at,12,52665310
218960_at,11,117453020
218961_s_at,19,55056273
218962_s_at,7,112193024
218963_s_at,17,36332477
218964_at,1,81739877
218965_s_at,11,62099096
218966_at,15,50271813
218967_s_at,10,16566341
218968_s_at,20,50201226
218969_at,16,4330253
218970_s_at,10,101481992
218971_s_at,7,134521066
218972_at,11,43337057
218973_at,15,80209631
218974_at,6,108061950
218975_at,19,9931236
218976_at,10,69226433
218977_s_at,1,28752183
218978_s_at,8,23483570
218979_at,9,85785532
218980_at,18,32552549
218981_at,7,96584955
218982_s_at,7,55988363
218983_at,12,7138291
218984_at,7,104884197
218985_at,9,129199327
218986_s_at,4,169374017
218987_at,12,14469549
218988_at,12,67426229
218989_x_at,5,68436269
218990_s_at,1,151240848
218991_at,17,55475337
218992_at,9,5347972
218993_at,17,632342
218994_s_at,7,66405074
218995_s_at,6,12398514
218996_at,19,59302141
218997_at,9,37475944
218998_at,9,110736509
218999_at,7,134483363
219000_s_at,8,120915397
219001_s_at,9,37844815
219002_at,2,170094504
219003_s_at,6,96141350
219004_s_at,21,32563133
219005_at,19,18584711
219006_at,6,97445611
219007_at,6,150087146
219008_at,2,20748299
219009_at,14,22525950
219010_at,1,199127291
219011_at,19,54032166
219012_s_at,11,75934527
219013_at,7,151353796
219014_at,4,84230864
219015_s_at,X,110811072
219016_at,20,3075170
219017_at,12,22669275
219018_s_at,14,99047357
219019_at,11,789179
219020_at,2,20681064
219021_at,11,71379290
219022_at,12,119925230
219023_at,4,113407192
219024_at,10,124142684
219025_at,11,65838541
219026_s_at,1,176577228
219027_s_at,15,69905416
219028_at,7,138907920
219029_at,5,43481185
219030_at,2,73810508
219031_s_at,16,67931200
219032_x_at,1,239823537
219033_at,5,50125832
219034_at,15,63337486
219035_s_at,12,120322303
219036_at,3,139695878
219037_at,1,216525316
219038_at,X,106070621
219039_at,2,96889205
219040_at,16,4344545
219041_s_at,7,149699190
219042_at,8,20147956
219043_s_at,2,100545870
219044_at,2,88253971
219045_at,12,120700047
219046_s_at,11,124726419
219047_s_at,16,30979664
219048_at,18,57862761
219049_at,8,19306089
219050_s_at,11,64640450
219051_x_at,16,705171
219052_at,10,103816320
219053_s_at,11,60654307
219054_at,5,32824937
219055_at,2,45469417
219056_at,13,50381927
219057_at,16,28823243
219058_x_at,1,31814746
219059_s_at,11,10535927
219060_at,8,124498145
219061_s_at,X,153359315
219062_s_at,18,58392636
219063_at,1,226355051
219064_at,10,7644394
219065_s_at,21,36424443
219066_at,15,73122679
219067_s_at,10,123706594
219068_x_at,1,1437417
219069_at,11,93866817
219070_s_at,7,100047750
219071_x_at,8,145264659
219072_at,16,30806618
219073_s_at,3,31677321
219074_at,4,148758045
219075_at,19,10894716
219076_s_at,12,131774264
219077_s_at,16,76691051
219078_at,1,215670456
219079_at,6,84630633
219080_s_at,X,16517593
219081_at,5,139761637
219082_at,16,2510366
219083_at,3,72881119
219084_at,5,176616554
219085_s_at,19,50274386
219086_at,14,101871838
219087_at,9,94258315
219088_s_at,19,48792357
219089_s_at,19,48792383
219090_at,20,19141543
219091_s_at,10,88685575
219092_s_at,9,94416665
219093_at,2,229596954
219094_at,3,139389060
219095_at,15,39907605
219096_at,17,70617833
219097_x_at,19,16617959
219098_at,17,4388949
219099_at,12,4300631
219100_at,10,105632303
219101_x_at,19,17263940
219102_at,19,54723534
219103_at,1,23627642
219104_at,11,10492865
219105_x_at,16,45281078
219106_s_at,2,170074486
219107_at,1,154878669
219108_x_at,20,47283289
219109_at,2,213857387
219110_at,4,110956157
219111_s_at,12,112080684
219112_at,5,130789499
219113_x_at,19,54008085
219114_at,3,50570466
219115_s_at,6,137362800
219116_s_at,13,113158236
219117_s_at,12,47602009
219118_at,12,47602009
219119_at,7,117611431
219120_at,2,24105749
219121_s_at,8,95727619
219122_s_at,5,157090998
219123_at,17,4949756
219124_at,8,33476014
219125_s_at,1,153374949
219126_at,6,169845928
219127_at,17,43384334
219128_at,2,70230522
219129_s_at,5,153805709
219130_at,1,100371306
219131_at,1,11255865
219132_at,14,55654955
219133_at,3,25806574
219134_at,1,79128781
219135_s_at,16,843619
219136_s_at,16,843638
219137_s_at,2,227901717
219138_at,3,40474383
219139_s_at,1,16668108
219140_s_at,10,95341590
219141_s_at,11,46374539
219142_at,4,53423251
219143_s_at,15,73034703
219144_at,8,33568397
219145_at,19,14119556
219146_at,17,26250130
219147_s_at,9,76865937
219148_at,8,27723331
219149_x_at,3,139362904
219150_s_at,7,904065
219151_s_at,2,114101351
219152_at,3,128840776
219153_s_at,15,69807940
219154_at,12,120701805
219155_at,17,62804732
219156_at,14,69908626
219157_at,4,166348371
219158_s_at,4,140442104
219159_s_at,1,158975704
219160_s_at,2,60863816
219161_s_at,16,65143972
219162_s_at,11,65959881
219163_at,19,9620344
219164_s_at,14,95820835
219165_at,8,22493928
219166_at,14,49161643
219167_at,15,63132729
219168_s_at,22,43505616
219169_s_at,6,155620489
219170_at,19,4255690
219171_s_at,18,72665103
219172_at,10,99248784
219173_at,17,71128779
219174_at,9,26946409
219175_s_at,3,127207895
219176_at,2,200528284
219177_at,5,34951571
219178_at,3,115258381
219179_at,14,58181834
219180_s_at,22,16940688
219181_at,18,45342424
219182_at,16,74129702
219183_s_at,22,36008369
219184_x_at,17,847127
219185_at,6,13682853
219186_at,19,3995664
219187_at,6,32204462
219188_s_at,11,63522606
219189_at,8,145549899
219190_s_at,1,36070700
219191_s_at,4,83415042
219192_at,9,33911690
219193_at,5,37415226
219194_at,10,102734170
219195_at,4,23402742
219196_at,15,49760958
219197_s_at,11,8998510
219198_at,9,134535548
219199_at,5,132244243
219200_at,5,7912272
219201_s_at,18,9327214
219202_at,17,71978573
219203_at,14,23678008
219204_s_at,17,2165598
219205_at,17,2165598
219206_x_at,12,64817458
219207_at,15,72711937
219208_at,2,47893493
219209_at,2,162831836
219210_s_at,15,61268785
219211_at,22,17012931
219212_at,10,14920345
219213_at,21,25933802
219214_s_at,7,5052078
219215_s_at,8,145608606
219216_at,2,67477954
219217_at,11,77824958
219218_at,17,77045951
219219_at,19,52241007
219220_x_at,3,140545550
219221_at,3,142646252
219222_at,2,27857769
219223_at,9,135314951
219224_x_at,11,46678943
219225_at,1,228524027
219226_at,17,34871817
219227_at,5,159611248
219228_at,19,58733853
219229_at,15,90197949
219230_at,17,51151988
219231_at,8,56877592
219232_s_at,14,33463171
219233_s_at,17,35314375
219234_x_at,2,174977090
219235_s_at,1,28568807
219236_at,1,154479830
219237_s_at,15,63849095
219238_at,1,26987265
